Project Name,Package Name,Type Name,Method Name,Code Smell
CitizensAPI,net.citizensnpcs.api.trait.trait,Inventory,parseContents,Magic Number
CitizensAPI,net.citizensnpcs.api.trait.trait,Inventory,setContents,Complex Method
CitizensAPI,net.citizensnpcs.api.trait.trait,Inventory,setContents,Magic Number
CitizensAPI,net.citizensnpcs.api.trait.trait,Inventory,setContents,Magic Number
CitizensAPI,net.citizensnpcs.api.trait.trait,PlayerFilter,PlayerFilter,Complex Method
CitizensAPI,net.citizensnpcs.api.trait.trait,PlayerFilter,PlayerFilter,Long Statement
CitizensAPI,net.citizensnpcs.api.trait.trait,PlayerFilter,PlayerFilter,Long Statement
CitizensAPI,net.citizensnpcs.api.trait.trait,PlayerFilter,recalculate,Complex Method
CitizensAPI,net.citizensnpcs.api.trait.trait,PlayerFilter,recalculate,Long Statement
CitizensAPI,net.citizensnpcs.api.trait.trait,Owner,isOwnedBy,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,getInventorySize,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,getInventorySize,Missing default
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleClick,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleClick,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleClick,Missing default
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleShiftClick,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleShiftClick,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,handleShiftClick,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,isOurInventory,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,onInventoryClick,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,onInventoryClick,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,onInventoryClose,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,parsePattern,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,parsePattern,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,transition,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,transition,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenu,cacheInfo,Empty catch clause
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getCurrentItem,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getResult,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getResult,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getResult,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getResult,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,CitizensInventoryClickEvent,getResult,Missing default
CitizensAPI,net.citizensnpcs.api.gui,PercentageSlotHandler,PercentageSlotHandler,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,PercentageSlotHandler,accept,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,PercentageSlotHandler,accept,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,PercentageSlotHandler,accept,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createDisplayItem,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,initialise,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,save,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InputMenus,save,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,Choice,createDisplayItem,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,createInventory,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,ChoiceInputMenu,initialise,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,StringInputMenu,save,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,StringInputMenu,save,Long Statement
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenuSlot,hashCode,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenuSlot,hashCode,Magic Number
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenuSlot,initialise,Complex Method
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenuSlot,onClick,Complex Conditional
CitizensAPI,net.citizensnpcs.api.gui,InventoryMenuSlot,onClick,Long Statement
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Complex Method
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Long Statement
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Long Statement
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Long Statement
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Magic Number
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Magic Number
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Magic Number
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Magic Number
CitizensAPI,net.citizensnpcs.api.command,RequirementsProcessor,process,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Complex Method
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeCommand,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeHelp,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeHelp,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,executeHelp,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,getLines,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandManager,getLines,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Complex Method
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,onTabComplete,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,registerMethods,Complex Method
CitizensAPI,net.citizensnpcs.api.command,CommandManager,sendHelp,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,getArgTabCompletions,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,getFlagTabCompletions,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,hashCode,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandManager,getInput,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandManager,capitalize,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,format,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandManager,matchEnum,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandInfo,getArgTabCompletions,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandInfo,getFlagTabCompletions,Long Statement
CitizensAPI,net.citizensnpcs.api.command,CommandInfo,hashCode,Magic Number
CitizensAPI,net.citizensnpcs.api.command,InjectedCommandArgument,getInput,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandContext,CommandContext,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandContext,CommandContext,Complex Conditional
CitizensAPI,net.citizensnpcs.api.command,CommandContext,CommandContext,Complex Method
CitizensAPI,net.citizensnpcs.api.command,CommandContext,CommandContext,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,CommandContext,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,getSenderTargetBlockLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseEulerAngle,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseTicks,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Complex Method
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Magic Number
CitizensAPI,net.citizensnpcs.api.command,CommandContext,parseLocation,Missing default
CitizensAPI,net.citizensnpcs.api.npc,SimpleNPCDataStore,loadInto,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,SimpleNPCDataStore,matchEnum,Complex Conditional
CitizensAPI,net.citizensnpcs.api.npc,SimpleNPCDataStore,matchEnum,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,getFullName,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,getFullName,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,getMinecraftUniqueId,Magic Number
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,getMinecraftUniqueId,Magic Number
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,getMinecraftUniqueId,Magic Number
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,hashCode,Magic Number
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,load,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,requiresNameHologram,Long Statement
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,requiresNameHologram,Magic Number
CitizensAPI,net.citizensnpcs.api.npc,AbstractNPC,teleport,Magic Number
